epoch,accuracy,jaccard_index,loss,val_accuracy,val_jaccard_index,val_loss
0,0.5729576349258423,0.41281571984291077,1.065613031387329,0.6775851845741272,0.4632124900817871,0.9318692088127136
1,0.7243793606758118,0.5319733023643494,0.7700045704841614,0.7717161774635315,0.5671393871307373,0.6728270053863525
2,0.7880475521087646,0.5992204546928406,0.6460456252098083,0.8061205148696899,0.6166470050811768,0.5845634341239929
3,0.8071935772895813,0.6316081881523132,0.5865474343299866,0.8204380869865417,0.6468897461891174,0.5468714833259583
4,0.820586621761322,0.6527026891708374,0.5437877774238586,0.8380664587020874,0.6636342406272888,0.49094879627227783
